Attraction_Name,Nearby_Place,Distance_KM,Category,Rating
Cable Car Station near Holy Ashram of Mahabaleshwar,Holy Ashram of Mahabaleshwar,1.4,Activity,3.6
Street Spot near Mahabaleshwar Summit Camping Ridge,Mahabaleshwar Summit Camping Ridge,2.3,Food & Dining,3.9
Traditional Arcade near Mahabaleshwar Summit Camping Ridge,Mahabaleshwar Summit Camping Ridge,1.2,Shopping,3.6
Sunset Deck near Mahabaleshwar Summit Camping Ridge,Mahabaleshwar Summit Camping Ridge,4.3,Viewpoint,4.9
Cafe Kitchen near Legacy Mahabaleshwar Traditional Bazaar,Legacy Mahabaleshwar Traditional Bazaar,1.5,Food & Dining,4.1
Souvenir Market near Legacy Mahabaleshwar Traditional Bazaar,Legacy Mahabaleshwar Traditional Bazaar,1.4,Shopping,4.0
Hiking Point near Legacy Mahabaleshwar Traditional Bazaar,Legacy Mahabaleshwar Traditional Bazaar,3.5,Viewpoint,4.1
Annapurna Bakery near Royal Spices Corner of Mahabaleshwar,Royal Spices Corner of Mahabaleshwar,1.1,Food & Dining,3.9
Artisans Arcade near Royal Spices Corner of Mahabaleshwar,Royal Spices Corner of Mahabaleshwar,0.3,Shopping,4.1
Local Market Corner near Royal Spices Corner of Mahabaleshwar,Royal Spices Corner of Mahabaleshwar,1.5,Local Market,4.0
Cafe Dhaba near Mahabaleshwar Traditional Sweet Alley,Mahabaleshwar Traditional Sweet Alley,0.3,Food & Dining,4.3
Artisans Arcade near Mahabaleshwar Traditional Sweet Alley,Mahabaleshwar Traditional Sweet Alley,1.0,Shopping,3.8
Photography Spot near Mahabaleshwar Traditional Sweet Alley,Mahabaleshwar Traditional Sweet Alley,3.3,Activity,4.4
Street Cafe near Cosmo Mahabaleshwar Amusement Park,Cosmo Mahabaleshwar Amusement Park,1.3,Food & Dining,3.6
Central Corner near Cosmo Mahabaleshwar Amusement Park,Cosmo Mahabaleshwar Amusement Park,0.4,Shopping,4.5
Walkway Park near Cosmo Mahabaleshwar Amusement Park,Cosmo Mahabaleshwar Amusement Park,4.7,Viewpoint,3.9
Bistro Spot near Scenic Beach of Mahabaleshwar,Scenic Beach of Mahabaleshwar,2.0,Food & Dining,3.6
Traditional Flea Market near Scenic Beach of Mahabaleshwar,Scenic Beach of Mahabaleshwar,1.3,Shopping,3.5
Walkway Park near Scenic Beach of Mahabaleshwar,Scenic Beach of Mahabaleshwar,1.2,Activity,4.0
The Spicy Bakery near Mahabaleshwar Sovereign Memorial,Mahabaleshwar Sovereign Memorial,0.8,Food & Dining,4.8
Artisans Flea Market near Mahabaleshwar Sovereign Memorial,Mahabaleshwar Sovereign Memorial,2.2,Shopping,4.3
Local Market Corner near Mahabaleshwar Sovereign Memorial,Mahabaleshwar Sovereign Memorial,3.2,Local Market,4.1
The Spicy Point near Holy Mahabaleshwar Ashram,Holy Mahabaleshwar Ashram,0.4,Food & Dining,4.1
Handicrafts Bazaar near Holy Mahabaleshwar Ashram,Holy Mahabaleshwar Ashram,1.2,Shopping,4.4
Adventure Cliff near Holy Mahabaleshwar Ashram,Holy Mahabaleshwar Ashram,2.3,Activity,4.9
Chai Villa Point near Summit Paragliding Launch of Mahabaleshwar,Summit Paragliding Launch of Mahabaleshwar,2.4,Food & Dining,3.9
Bustling Bazaar near Summit Paragliding Launch of Mahabaleshwar,Summit Paragliding Launch of Mahabaleshwar,2.6,Shopping,4.2
Hiking Point near Summit Paragliding Launch of Mahabaleshwar,Summit Paragliding Launch of Mahabaleshwar,2.0,Viewpoint,4.9
The Spicy Chaat Bhandar near Mahabaleshwar Creative Amphitheatre,Mahabaleshwar Creative Amphitheatre,2.2,Food & Dining,3.8
Local Flea Market near Mahabaleshwar Creative Amphitheatre,Mahabaleshwar Creative Amphitheatre,2.9,Shopping,4.5
Heritage Walk near Mahabaleshwar Creative Amphitheatre,Mahabaleshwar Creative Amphitheatre,3.0,Viewpoint,3.8
Gourmet Chaat Bhandar near Local Mahabaleshwar Flea Market,Local Mahabaleshwar Flea Market,1.0,Food & Dining,4.5
Ethnic Market near Local Mahabaleshwar Flea Market,Local Mahabaleshwar Flea Market,3.4,Shopping,4.6
Walkway Park near Local Mahabaleshwar Flea Market,Local Mahabaleshwar Flea Market,4.8,Viewpoint,4.6
Royal Bakery near Savory Food Street of Mahabaleshwar,Savory Food Street of Mahabaleshwar,1.9,Food & Dining,4.8
Central Bazaar near Savory Food Street of Mahabaleshwar,Savory Food Street of Mahabaleshwar,3.1,Shopping,4.1
Boating Lake near Savory Food Street of Mahabaleshwar,Savory Food Street of Mahabaleshwar,2.7,Viewpoint,4.9
Desi Treats near Mahabaleshwar Apex Botanical Conservatory,Mahabaleshwar Apex Botanical Conservatory,0.7,Food & Dining,3.7
Bustling Market near Mahabaleshwar Apex Botanical Conservatory,Mahabaleshwar Apex Botanical Conservatory,1.8,Shopping,4.0
Transit Corner near Mahabaleshwar Apex Botanical Conservatory,Mahabaleshwar Apex Botanical Conservatory,0.3,Transit,4.4
The Spicy Diner near Cloudy Mahabaleshwar Wildlife Reserve,Cloudy Mahabaleshwar Wildlife Reserve,1.2,Food & Dining,4.4
Local Flea Market near Cloudy Mahabaleshwar Wildlife Reserve,Cloudy Mahabaleshwar Wildlife Reserve,1.0,Shopping,4.8
Local Market Corner near Cloudy Mahabaleshwar Wildlife Reserve,Cloudy Mahabaleshwar Wildlife Reserve,2.9,Local Market,3.9
Annapurna Kitchen near Grand Castle of Mahabaleshwar,Grand Castle of Mahabaleshwar,0.6,Food & Dining,4.8
Central Arcade near Grand Castle of Mahabaleshwar,Grand Castle of Mahabaleshwar,1.6,Shopping,4.4
Transit Corner near Grand Castle of Mahabaleshwar,Grand Castle of Mahabaleshwar,3.6,Transit,4.6
Cafe Dhaba near Mahabaleshwar Holy Ashram,Mahabaleshwar Holy Ashram,2.0,Food & Dining,4.5
Handicrafts Corner near Mahabaleshwar Holy Ashram,Mahabaleshwar Holy Ashram,0.5,Shopping,4.5
Transit Corner near Mahabaleshwar Holy Ashram,Mahabaleshwar Holy Ashram,0.7,Transit,4.7
Gourmet Treats near Summit Mahabaleshwar Climbing Wall,Summit Mahabaleshwar Climbing Wall,1.4,Food & Dining,4.4
Local Market near Summit Mahabaleshwar Climbing Wall,Summit Mahabaleshwar Climbing Wall,2.0,Shopping,3.7
Local Market Corner near Summit Mahabaleshwar Climbing Wall,Summit Mahabaleshwar Climbing Wall,2.1,Local Market,3.7
The Spicy Chaat Bhandar near Folk Cultural Theatre of Mahabaleshwar,Folk Cultural Theatre of Mahabaleshwar,0.6,Food & Dining,3.7
Bustling Bazaar near Folk Cultural Theatre of Mahabaleshwar,Folk Cultural Theatre of Mahabaleshwar,0.9,Shopping,4.1
Local Market Corner near Folk Cultural Theatre of Mahabaleshwar,Folk Cultural Theatre of Mahabaleshwar,3.3,Local Market,4.5
Street Point near Mahabaleshwar Traditional Market,Mahabaleshwar Traditional Market,0.4,Food & Dining,4.5
Central Emporium near Mahabaleshwar Traditional Market,Mahabaleshwar Traditional Market,3.4,Shopping,3.8
Transit Corner near Mahabaleshwar Traditional Market,Mahabaleshwar Traditional Market,1.2,Transit,5.0
Gourmet Point near Authentic Mahabaleshwar Spice Lane,Authentic Mahabaleshwar Spice Lane,1.0,Food & Dining,4.5
Local Arcade near Authentic Mahabaleshwar Spice Lane,Authentic Mahabaleshwar Spice Lane,1.0,Shopping,3.9
Cable Car Station near Authentic Mahabaleshwar Spice Lane,Authentic Mahabaleshwar Spice Lane,4.6,Viewpoint,4.3
Street Kitchen near Tech Science Arena of Mahabaleshwar,Tech Science Arena of Mahabaleshwar,1.6,Food & Dining,3.9
Bustling Corner near Tech Science Arena of Mahabaleshwar,Tech Science Arena of Mahabaleshwar,2.5,Shopping,4.1
Local Market Corner near Tech Science Arena of Mahabaleshwar,Tech Science Arena of Mahabaleshwar,1.3,Local Market,3.9
Laziz Kitchen near Mahabaleshwar Hidden Lake,Mahabaleshwar Hidden Lake,1.2,Food & Dining,3.9
Handicrafts Cooperative near Mahabaleshwar Hidden Lake,Mahabaleshwar Hidden Lake,2.5,Shopping,3.7
Local Market Corner near Mahabaleshwar Hidden Lake,Mahabaleshwar Hidden Lake,1.3,Local Market,4.4
Royal Spot near Victorian Mahabaleshwar Tomb,Victorian Mahabaleshwar Tomb,0.8,Food & Dining,3.9
Central Corner near Victorian Mahabaleshwar Tomb,Victorian Mahabaleshwar Tomb,2.6,Shopping,3.7
Local Market Corner near Victorian Mahabaleshwar Tomb,Victorian Mahabaleshwar Tomb,1.8,Local Market,3.5
Gourmet Corner near Holy Ashram of Mahabaleshwar,Holy Ashram of Mahabaleshwar,1.2,Food & Dining,3.9
Souvenir Hub near Holy Ashram of Mahabaleshwar,Holy Ashram of Mahabaleshwar,0.6,Shopping,4.2
Heritage Walk near Holy Ashram of Mahabaleshwar,Holy Ashram of Mahabaleshwar,3.4,Activity,3.5
Bistro Chaat Bhandar near Mahabaleshwar Summit Safari Zone,Mahabaleshwar Summit Safari Zone,0.5,Food & Dining,4.6
Handicrafts Market near Mahabaleshwar Summit Safari Zone,Mahabaleshwar Summit Safari Zone,2.5,Shopping,4.7
Hiking Point near Mahabaleshwar Summit Safari Zone,Mahabaleshwar Summit Safari Zone,1.7,Viewpoint,4.5
Street Cafe near Artistic Mahabaleshwar Traditional Bazaar,Artistic Mahabaleshwar Traditional Bazaar,2.5,Food & Dining,3.9
Souvenir Hub near Artistic Mahabaleshwar Traditional Bazaar,Artistic Mahabaleshwar Traditional Bazaar,0.7,Shopping,4.2
Photography Spot near Artistic Mahabaleshwar Traditional Bazaar,Artistic Mahabaleshwar Traditional Bazaar,0.8,Viewpoint,3.8
Gourmet Point near Emerald Hills of Lonavala,Emerald Hills of Lonavala,0.1,Food & Dining,4.6
Local Bazaar near Emerald Hills of Lonavala,Emerald Hills of Lonavala,3.0,Shopping,4.2
Adventure Cliff near Emerald Hills of Lonavala,Emerald Hills of Lonavala,0.4,Activity,4.2
Gourmet Dhaba near Lonavala Imperial Gateway,Lonavala Imperial Gateway,1.5,Food & Dining,4.2
Local Emporium near Lonavala Imperial Gateway,Lonavala Imperial Gateway,3.5,Shopping,4.3
Heritage Walk near Lonavala Imperial Gateway,Lonavala Imperial Gateway,1.1,Viewpoint,3.7
Desi Spot near Eternal Lonavala Mosque,Eternal Lonavala Mosque,1.9,Food & Dining,3.8
Traditional Corner near Eternal Lonavala Mosque,Eternal Lonavala Mosque,1.8,Shopping,3.6
Adventure Cliff near Eternal Lonavala Mosque,Eternal Lonavala Mosque,2.6,Activity,4.7
Royal Corner near Wild Trekking Trail of Lonavala,Wild Trekking Trail of Lonavala,2.1,Food & Dining,4.3
Local Arcade near Wild Trekking Trail of Lonavala,Wild Trekking Trail of Lonavala,0.5,Shopping,3.5
Adventure Cliff near Wild Trekking Trail of Lonavala,Wild Trekking Trail of Lonavala,2.5,Viewpoint,4.3
Royal Kitchen near Lonavala Artistic Folk Centre,Lonavala Artistic Folk Centre,2.1,Food & Dining,4.3
Central Arcade near Lonavala Artistic Folk Centre,Lonavala Artistic Folk Centre,2.8,Shopping,4.4
Local Market Corner near Lonavala Artistic Folk Centre,Lonavala Artistic Folk Centre,4.6,Local Market,3.8
Laziz Point near Bustling Lonavala Bazaar,Bustling Lonavala Bazaar,0.5,Food & Dining,3.7
Handicrafts Bazaar near Bustling Lonavala Bazaar,Bustling Lonavala Bazaar,3.0,Shopping,4.1
Hiking Point near Bustling Lonavala Bazaar,Bustling Lonavala Bazaar,1.4,Activity,4.7
The Spicy Cafe near Culinary Chaat Corner of Lonavala,Culinary Chaat Corner of Lonavala,0.4,Food & Dining,4.0
Artisans Arcade near Culinary Chaat Corner of Lonavala,Culinary Chaat Corner of Lonavala,0.7,Shopping,4.0
Local Market Corner near Culinary Chaat Corner of Lonavala,Culinary Chaat Corner of Lonavala,4.1,Local Market,3.7
Laziz Bakery near Lonavala Infinity Planetarium,Lonavala Infinity Planetarium,0.9,Food & Dining,4.8
Ethnic Emporium near Lonavala Infinity Planetarium,Lonavala Infinity Planetarium,0.7,Shopping,4.6
Transit Corner near Lonavala Infinity Planetarium,Lonavala Infinity Planetarium,4.5,Transit,4.9
Laziz Corner near Silent Lonavala Valley,Silent Lonavala Valley,1.5,Food & Dining,4.5
Souvenir Corner near Silent Lonavala Valley,Silent Lonavala Valley,3.2,Shopping,3.6
Transit Corner near Silent Lonavala Valley,Silent Lonavala Valley,0.8,Transit,5.0
Laziz Point near Royal Ruin of Lonavala,Royal Ruin of Lonavala,1.1,Food & Dining,4.7
Bustling Flea Market near Royal Ruin of Lonavala,Royal Ruin of Lonavala,1.8,Shopping,4.4
Boating Lake near Royal Ruin of Lonavala,Royal Ruin of Lonavala,1.0,Activity,4.4
Bistro Bakery near Lonavala Eternal Mosque,Lonavala Eternal Mosque,0.8,Food & Dining,4.5
Souvenir Flea Market near Lonavala Eternal Mosque,Lonavala Eternal Mosque,2.5,Shopping,4.8
Transit Corner near Lonavala Eternal Mosque,Lonavala Eternal Mosque,2.8,Transit,4.5
Street Diner near Wild Lonavala Zip-line Valley,Wild Lonavala Zip-line Valley,0.9,Food & Dining,4.9
Local Arcade near Wild Lonavala Zip-line Valley,Wild Lonavala Zip-line Valley,2.4,Shopping,4.7
Local Market Corner near Wild Lonavala Zip-line Valley,Wild Lonavala Zip-line Valley,4.0,Local Market,3.6
Desi Spot near Indigenous Art Village of Lonavala,Indigenous Art Village of Lonavala,1.2,Food & Dining,4.7
Bustling Bazaar near Indigenous Art Village of Lonavala,Indigenous Art Village of Lonavala,0.3,Shopping,4.8
Hiking Point near Indigenous Art Village of Lonavala,Indigenous Art Village of Lonavala,1.4,Activity,3.8
Bistro Point near Lonavala Vibrant Cooperative Store,Lonavala Vibrant Cooperative Store,2.3,Food & Dining,4.4
Ethnic Hub near Lonavala Vibrant Cooperative Store,Lonavala Vibrant Cooperative Store,0.8,Shopping,3.8
Local Market Corner near Lonavala Vibrant Cooperative Store,Lonavala Vibrant Cooperative Store,3.8,Local Market,3.6
Cafe Bakery near Delight Lonavala Historic Cafe,Delight Lonavala Historic Cafe,2.4,Food & Dining,4.8
Artisans Cooperative near Delight Lonavala Historic Cafe,Delight Lonavala Historic Cafe,1.0,Shopping,4.7
Local Market Corner near Delight Lonavala Historic Cafe,Delight Lonavala Historic Cafe,3.4,Local Market,4.3
Laziz Chaat Bhandar near Metro Art Gallery of Lonavala,Metro Art Gallery of Lonavala,0.4,Food & Dining,4.0
Local Market near Metro Art Gallery of Lonavala,Metro Art Gallery of Lonavala,0.6,Shopping,4.7
Local Market Corner near Metro Art Gallery of Lonavala,Metro Art Gallery of Lonavala,3.1,Local Market,4.4
The Spicy Corner near Lonavala Mist-Clad River Confluence,Lonavala Mist-Clad River Confluence,0.5,Food & Dining,4.5
Traditional Arcade near Lonavala Mist-Clad River Confluence,Lonavala Mist-Clad River Confluence,0.6,Shopping,3.8
Transit Corner near Lonavala Mist-Clad River Confluence,Lonavala Mist-Clad River Confluence,3.3,Transit,4.1
Gourmet Diner near Historic Lonavala Ancient Caves,Historic Lonavala Ancient Caves,0.8,Food & Dining,3.6
Bustling Corner near Historic Lonavala Ancient Caves,Historic Lonavala Ancient Caves,0.3,Shopping,4.5
Boating Lake near Historic Lonavala Ancient Caves,Historic Lonavala Ancient Caves,2.9,Activity,3.6
The Spicy Diner near Eternal Mosque of Lonavala,Eternal Mosque of Lonavala,0.1,Food & Dining,4.1
Local Emporium near Eternal Mosque of Lonavala,Eternal Mosque of Lonavala,1.1,Shopping,3.9
Photography Spot near Eternal Mosque of Lonavala,Eternal Mosque of Lonavala,1.9,Viewpoint,3.9
Desi Kitchen near Lonavala Wild Rafting Camp,Lonavala Wild Rafting Camp,0.3,Food & Dining,4.2
Ethnic Hub near Lonavala Wild Rafting Camp,Lonavala Wild Rafting Camp,1.9,Shopping,4.4
Local Market Corner near Lonavala Wild Rafting Camp,Lonavala Wild Rafting Camp,0.6,Local Market,4.2
The Spicy Kitchen near Ethnic Lonavala Heritage Craft Complex,Ethnic Lonavala Heritage Craft Complex,0.8,Food & Dining,3.8
Handicrafts Flea Market near Ethnic Lonavala Heritage Craft Complex,Ethnic Lonavala Heritage Craft Complex,1.1,Shopping,4.3
Local Market Corner near Ethnic Lonavala Heritage Craft Complex,Ethnic Lonavala Heritage Craft Complex,2.8,Local Market,4.4
Laziz Spot near Central Emporium of Lonavala,Central Emporium of Lonavala,1.6,Food & Dining,3.6
Handicrafts Market near Central Emporium of Lonavala,Central Emporium of Lonavala,0.3,Shopping,3.5
Local Market Corner near Central Emporium of Lonavala,Central Emporium of Lonavala,2.1,Local Market,4.3
Desi Bakery near Lonavala Legacy Dhaba Zone,Lonavala Legacy Dhaba Zone,1.8,Food & Dining,3.8
Central Market near Lonavala Legacy Dhaba Zone,Lonavala Legacy Dhaba Zone,1.5,Shopping,4.3
Photography Spot near Lonavala Legacy Dhaba Zone,Lonavala Legacy Dhaba Zone,4.0,Viewpoint,3.9
Annapurna Dhaba near Stellar Lonavala Aquarium,Stellar Lonavala Aquarium,1.2,Food & Dining,3.5
Handicrafts Cooperative near Stellar Lonavala Aquarium,Stellar Lonavala Aquarium,1.1,Shopping,4.2
Photography Spot near Stellar Lonavala Aquarium,Stellar Lonavala Aquarium,2.4,Activity,3.6
The Spicy Cafe near Serene Hills of Lonavala,Serene Hills of Lonavala,1.6,Food & Dining,4.0
Handicrafts Arcade near Serene Hills of Lonavala,Serene Hills of Lonavala,2.2,Shopping,4.6
Photography Spot near Serene Hills of Lonavala,Serene Hills of Lonavala,1.8,Activity,4.6
Chai Villa Corner near Lonavala Sovereign Fort,Lonavala Sovereign Fort,0.8,Food & Dining,4.5
Central Flea Market near Lonavala Sovereign Fort,Lonavala Sovereign Fort,0.5,Shopping,4.0
Transit Corner near Lonavala Sovereign Fort,Lonavala Sovereign Fort,2.1,Transit,4.6
Chai Villa Corner near Eternal Lonavala Mosque,Eternal Lonavala Mosque,2.4,Food & Dining,3.9
Bustling Market near Eternal Lonavala Mosque,Eternal Lonavala Mosque,2.8,Shopping,4.5
Transit Corner near Eternal Lonavala Mosque,Eternal Lonavala Mosque,2.7,Transit,4.3
The Spicy Dhaba near Wild Camping Ridge of Lonavala,Wild Camping Ridge of Lonavala,1.2,Food & Dining,4.8
Artisans Flea Market near Wild Camping Ridge of Lonavala,Wild Camping Ridge of Lonavala,0.8,Shopping,3.6
Transit Corner near Wild Camping Ridge of Lonavala,Wild Camping Ridge of Lonavala,0.5,Transit,4.7
Laziz Cafe near Lonavala Classical Folk Centre,Lonavala Classical Folk Centre,1.6,Food & Dining,4.2
Bustling Cooperative near Lonavala Classical Folk Centre,Lonavala Classical Folk Centre,0.6,Shopping,4.8
Heritage Walk near Lonavala Classical Folk Centre,Lonavala Classical Folk Centre,1.8,Viewpoint,4.3
The Spicy Diner near Craft Lonavala Spices Corner,Craft Lonavala Spices Corner,1.7,Food & Dining,4.5
Ethnic Emporium near Craft Lonavala Spices Corner,Craft Lonavala Spices Corner,2.6,Shopping,4.1
Heritage Walk near Craft Lonavala Spices Corner,Craft Lonavala Spices Corner,4.2,Activity,4.3
Street Bakery near Flavors Sweet Alley of Lonavala,Flavors Sweet Alley of Lonavala,2.2,Food & Dining,3.9
Souvenir Cooperative near Flavors Sweet Alley of Lonavala,Flavors Sweet Alley of Lonavala,1.7,Shopping,4.5
Hiking Point near Flavors Sweet Alley of Lonavala,Flavors Sweet Alley of Lonavala,1.5,Activity,4.5
Royal Kitchen near Lonavala Futuristic Amusement Park,Lonavala Futuristic Amusement Park,1.6,Food & Dining,4.7
Traditional Hub near Lonavala Futuristic Amusement Park,Lonavala Futuristic Amusement Park,0.5,Shopping,3.9
Local Market Corner near Lonavala Futuristic Amusement Park,Lonavala Futuristic Amusement Park,4.3,Local Market,4.3
Street Corner near Silver Lonavala Valley,Silver Lonavala Valley,1.7,Food & Dining,4.6
Ethnic Cooperative near Silver Lonavala Valley,Silver Lonavala Valley,0.4,Shopping,4.2
Boating Lake near Silver Lonavala Valley,Silver Lonavala Valley,4.8,Activity,4.5
Chai Villa Dhaba near Grand Museum of Lonavala,Grand Museum of Lonavala,1.8,Food & Dining,4.3
Handicrafts Arcade near Grand Museum of Lonavala,Grand Museum of Lonavala,1.2,Shopping,4.3
Local Market Corner near Grand Museum of Lonavala,Grand Museum of Lonavala,4.2,Local Market,4.1
Cafe Treats near Lonavala Eternal Mosque,Lonavala Eternal Mosque,2.1,Food & Dining,4.1
Central Hub near Lonavala Eternal Mosque,Lonavala Eternal Mosque,2.9,Shopping,4.7
Hiking Point near Lonavala Eternal Mosque,Lonavala Eternal Mosque,2.4,Viewpoint,4.1
Bistro Cafe near Wild Lonavala Paragliding Launch,Wild Lonavala Paragliding Launch,1.0,Food & Dining,3.7
Souvenir Corner near Wild Lonavala Paragliding Launch,Wild Lonavala Paragliding Launch,0.8,Shopping,4.8
Boating Lake near Wild Lonavala Paragliding Launch,Wild Lonavala Paragliding Launch,4.2,Viewpoint,4.6
Street Corner near Legacy Art Village of Lonavala,Legacy Art Village of Lonavala,1.5,Food & Dining,3.5
Traditional Market near Legacy Art Village of Lonavala,Legacy Art Village of Lonavala,0.5,Shopping,3.7
Local Market Corner near Legacy Art Village of Lonavala,Legacy Art Village of Lonavala,3.8,Local Market,4.7
Street Bakery near Lonavala Royal Flea Market,Lonavala Royal Flea Market,0.7,Food & Dining,3.8
Handicrafts Cooperative near Lonavala Royal Flea Market,Lonavala Royal Flea Market,2.6,Shopping,3.6
Adventure Cliff near Lonavala Royal Flea Market,Lonavala Royal Flea Market,4.9,Activity,4.2
Bistro Chaat Bhandar near Traditional Lonavala Food Street,Traditional Lonavala Food Street,0.5,Food & Dining,4.7
Central Arcade near Traditional Lonavala Food Street,Traditional Lonavala Food Street,0.8,Shopping,4.0
Cable Car Station near Traditional Lonavala Food Street,Traditional Lonavala Food Street,4.9,Activity,4.9
