Place,City,State,Category,Description,Rating,Latitude,Longitude,Best_Time,Entrance_Fee,Average_Visit_Hours,Popularity_Score,Tourist_Type,Price_Fare,Image_URL
Pune Emerald Sunset Point,Pune,Maharashtra,Nature,"A famous landmark in Pune, this nature spot is highly popular for its serene environment and unique style. Known as a legendary sunset point in the region, it features scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity and attracts visitors from all over the world. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.4,18.51788,73.86759,June to September,0,1.9,56.4,All,100,"https://source.unsplash.com/800x500/?tourism,Pune Emerald Sunset Point,Pune"
Victorian Pune Gateway,Pune,Maharashtra,Historical,"A famous landmark in Pune, this historical spot is highly popular for its serene environment and unique style. This notable gateway stands as an iconic location offering intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture, embodying the real culture of Maharashtra. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.7,18.5673,73.81432,October to March,100,3.0,70.3,All,300,"https://source.unsplash.com/800x500/?tourism,Victorian Pune Gateway,Pune"
Tranquil Temple of Pune,Pune,Maharashtra,Religious,"A famous landmark in Pune, this religious spot is highly popular for its serene environment and unique style. Known as a legendary temple in the region, it features peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture and attracts visitors from all over the world. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.3,18.57407,73.82269,June to September,0,1.5,61.0,Friends,250,"https://source.unsplash.com/800x500/?tourism,Tranquil Temple of Pune,Pune"
Pune Extreme Trekking Trail,Pune,Maharashtra,Adventure,"Situated in a scenic setting in Pune, this adventure attraction offers travelers an unforgettable local experience. This notable trekking trail stands as an iconic location offering thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping, embodying the real culture of Maharashtra. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.7,18.53519,73.858,June to September,600,2.7,72.7,All,50,"https://source.unsplash.com/800x500/?tourism,Pune Extreme Trekking Trail,Pune"
Ethnic Pune Heritage Craft Complex,Pune,Maharashtra,Cultural,"Situated in a scenic setting in Pune, this cultural attraction offers travelers an unforgettable local experience. Known as a legendary heritage craft complex in the region, it features vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits and attracts visitors from all over the world. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.2,18.47627,73.79869,June to September,500,2.5,91.3,All,50,"https://source.unsplash.com/800x500/?tourism,Ethnic Pune Heritage Craft Complex,Pune"
Hidden Beach of Mahabaleshwar,Mahabaleshwar,Maharashtra,Nature,"A famous landmark in Mahabaleshwar, this nature spot is highly popular for its serene environment and unique style. This notable beach stands as an iconic location offering scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity, embodying the real culture of Maharashtra. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a solo trip.",4.6,17.97113,73.65957,November to February,100,1.7,80.2,Solo,300,"https://source.unsplash.com/800x500/?tourism,Hidden Beach of Mahabaleshwar,Mahabaleshwar"
Mahabaleshwar Imperial Tomb,Mahabaleshwar,Maharashtra,Historical,"A famous landmark in Mahabaleshwar, this historical spot is highly popular for its serene environment and unique style. Known as a legendary tomb in the region, it features intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture and attracts visitors from all over the world. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.2,17.91025,73.60101,March to June,100,3.9,74.1,Friends,150,"https://source.unsplash.com/800x500/?tourism,Mahabaleshwar Imperial Tomb,Mahabaleshwar"
Holy Mahabaleshwar Ashram,Mahabaleshwar,Maharashtra,Religious,"Located in the heart of Mahabaleshwar, this beautiful religious destination is a key highlight of Maharashtra tourism. Known as a legendary ashram in the region, it features peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture and attracts visitors from all over the world. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.6,17.91686,73.62634,Year-round,0,1.1,79.9,All,200,"https://source.unsplash.com/800x500/?tourism,Holy Mahabaleshwar Ashram,Mahabaleshwar"
Summit Zip-line Valley of Mahabaleshwar,Mahabaleshwar,Maharashtra,Adventure,"Situated in a scenic setting in Mahabaleshwar, this adventure attraction offers travelers an unforgettable local experience. This notable zip-line valley stands as an iconic location offering thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping, embodying the real culture of Maharashtra. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.3,17.9509,73.69053,Year-round,100,3.0,68.8,Family,300,"https://source.unsplash.com/800x500/?tourism,Summit Zip-line Valley of Mahabaleshwar,Mahabaleshwar"
Mahabaleshwar Ethnic Amphitheatre,Mahabaleshwar,Maharashtra,Cultural,"A famous landmark in Mahabaleshwar, this cultural spot is highly popular for its serene environment and unique style. This notable amphitheatre stands as an iconic location offering vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits, embodying the real culture of Maharashtra. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.3,17.87859,73.64693,Year-round,300,2.8,71.2,Couple,250,"https://source.unsplash.com/800x500/?tourism,Mahabaleshwar Ethnic Amphitheatre,Mahabaleshwar"
Central Mahabaleshwar Cooperative Store,Mahabaleshwar,Maharashtra,Shopping,"Situated in a scenic setting in Mahabaleshwar, this shopping attraction offers travelers an unforgettable local experience. This notable cooperative store stands as an iconic location offering stalls filled with handmade textiles, leather goods, brass items, local fabrics, and unique handmade souvenirs, embodying the real culture of Maharashtra. Visitors can enjoy spicy local street snacks and cold refreshing juices at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.6,17.9564,73.64539,March to June,0,1.4,77.7,Couple,150,"https://source.unsplash.com/800x500/?tourism,Central Mahabaleshwar Cooperative Store,Mahabaleshwar"
Legacy Historic Cafe of Mahabaleshwar,Mahabaleshwar,Maharashtra,Food,"A famous landmark in Mahabaleshwar, this food spot is highly popular for its serene environment and unique style. This notable historic cafe stands as an iconic location offering dozens of legendary food joints serving authentic regional recipes passed down through generations of chefs, embodying the real culture of Maharashtra. Visitors can enjoy signature dishes, hot local breads, and sweet traditional desserts at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.4,17.95409,73.6984,June to September,0,1.4,85.0,Family,50,"https://source.unsplash.com/800x500/?tourism,Legacy Historic Cafe of Mahabaleshwar,Mahabaleshwar"
Mahabaleshwar Stellar Art Gallery,Mahabaleshwar,Maharashtra,Modern,"Situated in a scenic setting in Mahabaleshwar, this modern attraction offers travelers an unforgettable local experience. This notable art gallery stands as an iconic location offering interactive digital exhibits, virtual reality play zones, and state-of-the-art entertainment and science options, embodying the real culture of Maharashtra. Visitors can enjoy fusion modern cuisine, continental snacks, and specialty coffees at local vendors and capture beautiful memories here. Highly recommended for a solo trip.",4.4,17.96013,73.6919,June to September,300,2.6,58.0,Solo,50,"https://source.unsplash.com/800x500/?tourism,Mahabaleshwar Stellar Art Gallery,Mahabaleshwar"
Whispering Mahabaleshwar Wildlife Reserve,Mahabaleshwar,Maharashtra,Nature,"Situated in a scenic setting in Mahabaleshwar, this nature attraction offers travelers an unforgettable local experience. Known as a legendary wildlife reserve in the region, it features scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity and attracts visitors from all over the world. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.0,17.87638,73.62737,March to June,0,2.6,96.5,Friends,250,"https://source.unsplash.com/800x500/?tourism,Whispering Mahabaleshwar Wildlife Reserve,Mahabaleshwar"
